seq_position,cpg_name,genomic_rank
10635,cg03563403,22003
10636,cg05293216,22004
10637,cg04065065,22006
10638,cg04273556,22008
10639,cg01253107,22011
10640,cg03367667,22012
10641,cg24770649,22013
10642,cg19026306,22014
10643,cg07341907,22016
10644,cg02096633,22017
10645,cg15271616,22020
10646,cg09000510,22023
10647,cg18557145,22025
10648,cg12971694,22026
10649,cg15518883,22029
10650,cg11326613,22030
10651,cg05830416,22031
10652,cg19257550,22032
10653,cg20610181,22033
10654,cg00833393,22034
10655,cg05219900,22035
10656,cg12316147,22036
10657,cg12876594,22038
10658,cg26943001,22039
10659,cg04109220,22040
10660,cg01328164,22042
10661,cg21984310,22044
10662,cg03081134,22049
10663,cg12717594,22050
10664,cg06484397,22051
10665,cg20870362,22052
10666,cg15248035,22053
10667,cg26966384,22054
10668,cg05412136,22055
10669,cg24556026,22057
10670,cg06087537,22058
10671,cg01288067,22059
10672,cg10059959,22064
10673,cg10289190,22066
10674,cg26850145,22067
10675,cg04094160,22068
10676,cg11304734,22069
10677,cg16235034,22072
10678,cg18428373,22073
10679,cg04660234,22074
10680,cg26233529,22075
10681,cg22498840,22076
10682,cg03738959,22077
10683,cg08289932,22080
10684,cg25478603,22083
10685,cg22397447,22084
10686,cg24142106,22087
10687,cg21413251,22088
10688,cg21185421,22089
10689,cg07158339,22092
10690,cg23667933,22094
10691,cg18505908,22099
10692,cg15623573,22100
10693,cg26535072,22101
10694,cg13870494,22102
10695,cg11656547,22103
10696,cg21740204,22105
10697,cg26798786,22106
10698,cg20555507,22108
10699,cg16832407,22109
10700,cg14667033,22111
10701,cg00034039,22112
10702,cg01873645,22113
10703,cg18286698,22114
10704,cg08768421,22115
10705,cg23788167,22116
10706,cg19684883,22117
10707,cg01894895,22118
10708,cg14331163,22120
10709,cg07536920,22121
10710,cg16509045,22123
10711,cg22161874,22124
10712,cg03848555,22125
10713,cg02936468,22126
10714,cg18168989,22127
10715,cg08625022,22128
10716,cg25287375,22129
10717,cg07962315,22130
10718,cg08026144,22131
10719,cg16904306,22132
10720,cg13789236,22137
10721,cg13066542,22138
10722,cg09885086,22140
10723,cg19282250,22141
10724,cg11195662,22143
10725,cg19044630,22146
10726,cg13724288,22151
10727,cg25418831,22152
10728,cg17301902,22153
10729,cg09260830,22154
10730,cg06692957,22155
10731,cg12548454,22156
10732,cg18689253,22158
10733,cg10319505,22165
10734,cg00426963,22167
10735,cg12927772,22168
10736,cg02654291,22169
10737,cg22807823,22170
10738,cg01809579,22171
10739,cg06138027,22172
10740,cg22402007,22174
10741,cg09539438,22175
10742,cg23181138,22176
10743,cg10823546,22178
10744,cg18090228,22179
10745,cg24852661,22180
10746,cg13890487,22182
10747,cg03221676,22184
10748,cg05065037,22185
10749,cg25141720,22188
10750,cg14350002,22189
10751,cg08719486,22191
10752,cg13814950,22192
10753,cg22571217,22193
10754,cg19734228,22194
10755,cg24754277,22195
10756,cg17090012,22196
10757,cg11154542,22198
10758,cg15242570,22199
10759,cg16386080,22203
10760,cg25530169,22206
10761,cg14230685,22207
10762,cg00755043,22212
10763,cg20083676,22215
10764,cg00420568,22216
10765,cg03712708,22217
10766,cg05465755,22218
10767,cg20074048,22219
10768,cg01120307,22220
10769,cg21912567,22223
10770,cg09835543,22225
10771,cg16896647,22226
10772,cg07160163,22227
10773,cg02608019,22228
10774,cg14304761,22229
10775,cg10025443,22230
10776,cg23447996,22231
10777,cg11466908,22236
10778,cg03942271,22237
10779,cg15919045,22240
10780,cg25766046,22242
10781,cg10912268,22243
10782,cg07027685,22244
10783,cg26478992,22245
10784,cg24105685,22246
10785,cg21624883,22247
10786,cg08439468,22249
10787,cg05969697,22250
10788,cg09160477,22253
10789,cg26833602,22254
10790,cg09547190,22255
10791,cg21925493,22256
10792,cg10072995,22257
10793,cg17141902,22258
10794,cg16158807,22260
10795,cg20616414,22262
10796,cg08872483,22268
10797,cg21383720,22269
10798,cg09600829,22270
10799,cg09429111,22273
10800,cg15264273,22275
10801,cg22232859,22276
10802,cg12044689,22277
10803,cg20356482,22278
10804,cg26759551,22279
10805,cg26277709,22282
10806,cg25910443,22283
10807,cg06202984,22290
10808,cg04021421,22291
10809,cg21526212,22292
10810,cg11554937,22298
10811,cg14633704,22299
10812,cg15582789,22300
10813,cg12043807,22301
10814,cg19881177,22302
10815,cg08372326,22303
10816,cg15739944,22304
10817,cg23861715,22306
10818,cg13234643,22309
10819,cg10900550,22312
10820,cg25494064,22314
10821,cg14223444,22315
10822,cg14707431,22316
10823,cg06383088,22318
10824,cg07965714,22319
10825,cg15802898,22321
10826,cg16274148,22324
10827,cg08531821,22325
10828,cg27592318,22326
10829,cg12026394,22328
10830,cg25479216,22331
10831,cg01618660,22336
10832,cg21618439,22337
10833,cg23075568,22338
10834,cg02058918,22342
10835,cg05593325,22344
10836,cg01725199,22345
10837,cg20503329,22346
10838,cg19461644,22347
10839,cg15526708,22348
10840,cg07535475,22351
10841,cg25454755,22354
10842,cg21606237,22357
10843,cg03950009,22358
10844,cg08347423,22359
10845,cg01241375,22360
10846,cg16771596,22362
10847,cg19318511,22363
10848,cg22775000,22364
10849,cg15075170,22365
10850,cg02590345,22366
10851,cg16898420,22367
10852,cg00577167,22370
10853,cg26181372,22371
10854,cg06912252,22372
10855,cg02602411,22373
10856,cg15765694,22374
10857,cg18794577,22376
10858,cg07328495,22378
10859,cg20109151,22379
10860,cg17868994,22380
10861,cg21572316,22381
10862,cg05286874,22382
10863,cg19287114,22385
10864,cg10922622,22388
10865,cg16998207,22389
10866,cg23213170,22390
10867,cg24073022,22391
10868,cg06119575,22392
10869,cg04725234,22393
10870,cg03939688,22397
10871,cg07309102,22398
10872,cg19863405,22404
10873,cg00065385,22405
10874,cg07281640,22407
10875,cg11953824,22409
10876,cg25018881,22410
10877,cg15459742,22411
10878,cg19635712,22418
10879,cg12568776,22419
10880,cg26646980,22420
10881,cg10994430,22423
10882,cg06953995,22424
10883,cg15083233,22425
10884,cg07804122,22426
10885,cg26246296,22427
10886,cg15195276,22429
10887,cg14563260,22430
10888,cg09931793,22432
10889,cg08876665,22433
10890,cg23964386,22434
10891,cg22174355,22436
10892,cg06643227,22437
10893,cg13314167,22438
10894,cg05120715,22439
10895,cg04230060,22443
10896,cg08313788,22445
10897,cg04837322,22446
10898,cg16295988,22447
10899,cg10726357,22450
10900,cg17749443,22451
10901,cg03454353,22452
10902,cg05706061,22453
10903,cg06252382,22454
10904,cg11233228,22455
10905,cg18474135,22456
10906,cg00885506,22458
10907,cg03984733,22459
10908,cg02027010,22461
10909,cg14469290,22462
10910,cg00047469,22463
10911,cg27510871,22464
10912,cg01481976,22465
10913,cg16367027,22466
10914,cg19944367,22467
10915,cg26354398,22468
10916,cg06630567,22471
10917,cg25420952,22472
10918,cg02838492,22475
10919,cg17465304,22476
10920,cg09944147,22477
10921,cg19556572,22479
10922,cg23916845,22484
10923,cg12377712,22485
10924,cg17742155,22486
10925,cg20216130,22488
10926,cg10791260,22489
10927,cg27631256,22490
10928,cg24443250,22491
10929,cg09201327,22492
10930,cg04761824,22493
10931,cg08662074,22495
10932,cg02873524,22496
10933,cg00213714,22497
10934,cg00121640,22500
10935,cg02515422,22501
10936,cg05429895,22502
10937,cg25935911,22506
10938,cg12576700,22508
10939,cg16956268,22509
10940,cg21717724,22512
10941,cg09419670,22513
10942,cg15551881,22518
10943,cg02552945,22521
10944,cg01843018,22522
10945,cg21492378,22523
10946,cg11429632,22524
10947,cg17071957,22525
10948,cg07190485,22530
10949,cg18676053,22531
10950,cg05684891,22533
10951,cg07981910,22534
10952,cg27650175,22535
10953,cg13060154,22536
10954,cg24794433,22537
10955,cg08128768,22538
10956,cg00995152,22539
10957,cg11527279,22543
10958,cg07347725,22545
10959,cg25186211,22546
10960,cg01536400,22547
10961,cg22254104,22551
10962,cg00636639,22553
10963,cg05102817,22554
10964,cg10493166,22557
10965,cg12927153,22558
10966,cg14598387,22559
10967,cg16473288,22560
10968,cg09768944,22561
10969,cg14560064,22563
10970,cg01677177,22564
10971,cg17896097,22565
10972,cg15209169,22566
10973,cg04655481,22568
10974,cg04784315,22570
10975,cg21489873,22571
10976,cg07763768,22572
10977,cg02010852,22575
10978,cg12953249,22576
10979,cg18904346,22580
10980,cg21468416,22582
10981,cg08287471,22583
10982,cg25118574,22589
10983,cg16666160,22592
10984,cg00691625,22593
10985,cg08758850,22594
10986,cg08173535,22595
10987,cg18506679,22596
10988,cg20645649,22599
10989,cg03916787,22600
10990,cg12788471,22601
10991,cg11797883,22602
10992,cg09227136,22603
10993,cg03801144,22605
10994,cg00620024,22606
10995,cg03283569,22608
10996,cg01733783,22609
10997,cg09155852,22611
10998,cg11299964,22612
10999,cg04794505,22613
11000,cg09429153,22614
11001,cg18453621,22622
11002,cg16284292,22625
11003,cg08433538,22628
11004,cg18410627,22629
11005,cg11213150,22632
11006,cg09427311,22634
11007,cg20864636,22635
11008,cg00342530,22636
11009,cg11312566,22637
11010,cg03804985,22638
11011,cg18360149,22639
11012,cg09445097,22640
11013,cg24046474,22641
11014,cg05840553,22642
11015,cg15648905,22643
11016,cg10188131,22644
11017,cg00560119,22647
11018,cg21753834,22649
11019,cg24121001,22650
11020,cg22105022,22652
11021,cg24545967,22654
11022,cg26920757,22655
11023,cg22170618,22656
11024,cg07295092,22657
11025,cg24910675,22660
11026,cg05050341,22661
11027,cg09092161,22662
11028,cg11714502,22663
11029,cg04460372,22665
11030,cg05517711,22666
11031,cg04416752,22668
11032,cg25732252,22669
11033,cg10082841,22670
11034,cg06765514,22671
11035,cg09665592,22672
11036,cg23006204,22673
11037,cg02009694,22676
11038,cg02431687,22682
11039,cg09296212,22683
11040,cg16224854,22684
11041,cg10218959,22690
11042,cg24730207,22691
11043,cg01871963,22692
11044,cg22438810,22694
11045,cg02494117,22697
11046,cg13309018,22698
11047,cg13316424,22699
11048,cg05826823,22700
11049,cg13942909,22701
11050,cg22344641,22704
11051,cg19857538,22705
11052,cg14139633,22706
11053,cg11893323,22707
11054,cg11116440,22708
11055,cg27627570,22713
11056,cg13294509,22715
11057,cg11007123,22717
11058,cg03243895,22718
11059,cg01220033,22719
11060,cg16037142,22720
11061,cg11628487,22721
11062,cg11056832,22722
11063,cg19973884,22723
11064,cg23003832,22724
11065,cg05824762,22725
11066,cg17617223,22726
11067,cg27625732,22728
11068,cg00228799,22729
11069,cg04621255,22730
11070,cg00475955,22731
11071,cg15610792,22732
11072,cg13752043,22733
11073,cg12754854,22734
11074,cg13022129,22736
11075,cg27514224,22737
11076,cg25092540,22738
11077,cg13812587,22739
11078,cg06318164,22740
11079,cg09431062,22741
11080,cg11526405,22742
11081,cg00729541,22743
11082,cg01027739,22746
11083,cg11184091,22747
11084,cg25587233,22748
11085,cg04653308,22749
11086,cg26805528,22750
11087,cg18197998,22751
11088,cg15852879,22763
11089,cg16543294,22764
11090,cg02205739,22765
11091,cg26672426,22768
11092,cg17683775,22769
11093,cg14299800,22770
11094,cg21060854,22771
11095,cg11222041,22772
11096,cg02802055,22773
11097,cg23300897,22774
11098,cg17509612,22775
11099,cg24475171,22776
11100,cg25179291,22779
11101,cg23771929,22782
11102,cg05251000,22783
11103,cg12539975,22790
11104,cg09191327,22791
11105,cg14552982,22793
11106,cg16799583,22794
11107,cg00168082,22795
11108,cg18986964,22796
11109,cg03924115,22800
11110,cg03900284,22801
11111,cg23152772,22804
11112,cg13033853,22805
11113,cg26964989,22807
11114,cg26491484,22808
11115,cg25954354,22811
11116,cg03776060,22812
11117,cg09553448,22813
11118,cg17936488,22815
11119,cg12998491,22816
11120,cg03251857,22817
11121,cg18636641,22818
11122,cg04981414,22823
11123,cg12894126,22824
11124,cg07957491,22825
11125,cg07285276,22832
11126,cg26228569,22836
11127,cg08108641,22839
11128,cg09059635,22840
11129,cg14176475,22841
11130,cg12271587,22842
11131,cg25344672,22843
11132,cg04038932,22844
11133,cg12622986,22845
11134,cg20603424,22846
11135,cg10676060,22847
11136,cg24293567,22848
11137,cg19393006,22850
11138,cg01909921,22851
11139,cg09095562,22852
11140,cg20188282,22853
11141,cg03693099,22854
11142,cg06974755,22856
11143,cg16872071,22857
11144,cg01169778,22860
11145,cg18089000,22862
11146,cg11879188,22863
11147,cg07241568,22865
11148,cg15003434,22867
11149,cg20017995,22869
11150,cg01605984,22870
11151,cg25307641,22871
11152,cg01309153,22873
11153,cg22244122,22874
11154,cg16112945,22876
11155,cg14802951,22877
11156,cg19123107,22878
11157,cg10570177,22879
11158,cg25512587,22883
11159,cg25580018,22885
11160,cg14201417,22886
11161,cg25020204,22888
11162,cg21122774,22890
11163,cg11466485,22891
11164,cg04582843,22892
11165,cg13134662,22893
11166,cg04648440,22896
11167,cg25569582,22897
11168,cg03243700,22898
11169,cg10604703,22899
11170,cg09800519,22903
11171,cg16408394,22904
11172,cg01753595,22911
11173,cg26024843,22913
11174,cg26164184,22915
11175,cg11884243,22917
11176,cg06244417,22918
11177,cg08268099,22920
11178,cg27286999,22921
11179,cg17536532,22925
11180,cg15769409,22926
11181,cg21010262,22927
11182,cg22587514,22928
11183,cg12438037,22929
11184,cg23815000,22930
11185,cg01055695,22931
11186,cg20414506,22936
11187,cg09446127,22938
11188,cg15229026,22939
11189,cg12004206,22944
11190,cg22747092,22945
11191,cg20300246,22948
11192,cg14934821,22954
11193,cg04305913,22955
11194,cg02516189,22958
11195,cg20776317,22959
11196,cg24812167,22960
11197,cg08367703,22962
11198,cg15583058,22963
11199,cg18285951,22966
11200,cg13306784,22967
11201,cg02071439,22968
11202,cg20042228,22979
11203,cg16829154,22980
11204,cg08529852,22982
11205,cg25537774,22985
11206,cg15720535,22986
11207,cg07078114,22990
11208,cg26944151,22991
11209,cg11873854,22997
11210,cg14611112,22998
11211,cg16536450,23001
11212,cg21173623,23002
11213,cg06654447,23003
11214,cg05627103,23004
11215,cg17963089,23006
11216,cg16777839,23007
11217,cg06711560,23008
11218,cg15619125,23009
11219,cg25068445,23011
11220,cg14507042,23012
11221,cg15139737,23015
11222,cg02332492,23016
11223,cg00563932,23018
11224,cg11546621,23020
11225,cg01126560,23021
11226,cg16025584,23022
11227,cg02189785,23023
11228,cg15387123,23024
11229,cg25934198,23026
11230,cg21120249,23028
11231,cg13970341,23029
11232,cg15428653,23030
11233,cg26581729,23033
11234,cg17902858,23035
11235,cg17018517,23036
11236,cg15785720,23038
11237,cg12336877,23041
11238,cg03261004,23042
11239,cg22419075,23043
11240,cg07172280,23044
11241,cg03109047,23046
11242,cg19404582,23047
11243,cg27291231,23051
11244,cg03804500,23052
11245,cg10467681,23053
11246,cg06886022,23055
11247,cg22719586,23056
11248,cg26681123,23058
11249,cg21964481,23059
11250,cg03431064,23060
11251,cg02068676,23061
11252,cg00594118,23062
11253,cg13085976,23064
11254,cg07717632,23065
11255,cg03168296,23070
11256,cg04837071,23071
11257,cg22336401,23074
11258,cg17361154,23075
11259,cg07772309,23078
11260,cg06919956,23083
11261,cg15636365,23084
11262,cg17959722,23085
11263,cg15473904,23086
11264,cg16351184,23087
11265,cg12757143,23089
11266,cg19954739,23090
11267,cg25384157,23091
11268,cg26374101,23092
11269,cg02813021,23101
11270,cg14255089,23102
11271,cg00025991,23110
11272,cg04586563,23111
11273,cg10789261,23117
11274,cg11406340,23118
11275,cg08020381,23119
11276,cg27274028,23120
11277,cg00471562,23121
11278,cg04731091,23124
11279,cg05307923,23136
11280,cg14590817,23137
11281,cg08465862,23139
11282,cg10247268,23140
11283,cg26538214,23157
11284,cg25945303,23158
11285,cg26644395,23170
11286,cg13599477,23171
11287,cg24392574,23172
11288,cg21130124,23173
11289,cg02831294,23174
11290,cg25171089,23179
11291,cg03157149,23180
11292,cg08827391,23181
11293,cg03479974,23183
11294,cg17560720,23184
11295,cg08497766,23186
11296,cg09290866,23187
11297,cg11733245,23189
11298,cg26105232,23191
11299,cg00242839,23193
11300,cg02863237,23194
11301,cg21542094,23200
11302,cg14222233,23201
11303,cg11638200,23205
11304,cg12245996,23206
11305,cg06224510,23218
11306,cg03205208,23220
11307,cg00779924,23224
11308,cg04765277,23225
11309,cg06230736,23228
11310,cg20716064,23246
11311,cg03475172,23247
11312,cg23960723,23248
11313,cg24428042,23249
11314,cg13904771,23250
11315,cg03411288,23251
11316,cg04745698,23256
11317,cg14461963,23259
11318,cg18678121,23261
11319,cg02630694,23262
11320,cg06109724,23263
11321,cg26451923,23264
11322,cg24859228,23265
11323,cg22750254,23271
11324,cg20647888,23272
11325,cg27555776,23275
11326,cg13864877,23276
11327,cg13687831,23277
11328,cg01047414,23278
11329,cg11115427,23279
11330,cg17854497,23281
11331,cg23114594,23284
11332,cg14784653,23285
11333,cg26778908,23288
11334,cg05755354,23291
11335,cg25464840,23293
11336,cg02876062,23300
11337,cg03737135,23302
11338,cg10957200,23303
11339,cg26354413,23304
11340,cg12042678,23305
11341,cg07903860,23306
11342,cg27465849,23307
11343,cg04001802,23308
11344,cg23179321,23309
11345,cg13417824,23311
11346,cg18173454,23312
11347,cg04451988,23314
11348,cg16902509,23317
11349,cg05499853,23320
11350,cg15875120,23321
11351,cg17526300,23322
11352,cg07570421,23323
11353,cg11175310,23327
11354,cg10707565,23329
11355,cg15293750,23330
11356,cg19579782,23331
11357,cg12874092,23333
11358,cg08198102,23336
11359,cg23868119,23337
11360,cg18418503,23338
11361,cg26550234,23339
11362,cg18408326,23341
11363,cg08400019,23351
11364,cg05018361,23352
11365,cg16905311,23354
11366,cg13149307,23356
11367,cg12563178,23357
11368,cg18192417,23360
11369,cg24625388,23361
11370,cg03076324,23378
11371,cg15818800,23379
11372,cg10028071,23381
11373,cg21226861,23382
11374,cg13984351,23385
11375,cg13379871,23386
11376,cg25802093,23394
11377,cg06908778,23404
11378,cg23820285,23418
11379,cg26368842,23419
11380,cg11673092,23421
11381,cg11710969,23422
11382,cg17431739,23423
11383,cg17389519,23429
11384,cg09892390,23439
11385,cg04180868,23443
11386,cg24995798,23445
11387,cg08847038,23446
11388,cg08441170,23454
11389,cg04599297,23459
11390,cg17665193,23460
11391,cg23087130,23465
11392,cg17918201,23466
11393,cg24668150,23467
11394,cg17165760,23468
11395,cg04865575,23469
11396,cg01782320,23470
11397,cg21244397,23471
11398,cg03554914,23472
11399,cg04466253,23473
11400,cg15286905,23474
11401,cg06898923,23476
11402,cg14614211,23478
11403,cg02161900,23484
11404,cg08555772,23485
11405,cg17749384,23487
11406,cg16408970,23492
11407,cg18472228,23493
11408,cg23163471,23502
11409,cg03259469,23503
11410,cg26718574,23511
11411,cg25833031,23512
11412,cg01994328,23514
11413,cg24861272,23526
11414,cg09010998,23528
11415,cg26271255,23532
11416,cg08012454,23533
11417,cg01819863,23539
11418,cg01902747,23541
11419,cg12651014,23542
11420,cg13800022,23544
11421,cg15147545,23545
11422,cg07452799,23558
11423,cg23093462,23559
11424,cg13956671,23562
11425,cg06336792,23563
11426,cg09351894,23564
11427,cg23218877,23569
11428,cg23900225,23571
11429,cg00168942,23572
11430,cg12914362,23576
11431,cg19219503,23582
11432,cg03208093,23585
11433,cg24146166,23586
11434,cg03712239,23587
11435,cg05454446,23592
11436,cg05621401,23595
11437,cg04402875,23596
11438,cg17665608,23600
11439,cg27591196,23601
11440,cg07871503,23603
11441,cg12619162,23605
11442,cg15321211,23610
11443,cg04825431,23612
11444,cg26649005,23615
11445,cg14218343,23616
11446,cg18618334,23624
11447,cg00499822,23625
11448,cg13603099,23626
11449,cg17324128,23627
11450,cg04444771,23629
11451,cg00899659,23632
11452,cg18809289,23635
11453,cg13806670,23642
11454,cg22710329,23643
11455,cg14450605,23649
11456,cg24035962,23650
11457,cg17030820,23652
11458,cg07773116,23659
11459,cg05441133,23662
11460,cg21115977,23663
11461,cg24053375,23664
11462,cg17964955,23665
11463,cg10211252,23666
11464,cg20491707,23668
11465,cg06206628,23670
11466,cg05859842,23671
11467,cg19612574,23672
11468,cg25290938,23680
11469,cg20506783,23681
11470,cg02569613,23686
11471,cg08427977,23687
11472,cg08335125,23692
11473,cg01982597,23693
11474,cg14343062,23694
11475,cg01465325,23695
11476,cg12052765,23696
11477,cg18592174,23697
11478,cg11389172,23698
11479,cg14008883,23701
11480,cg06222851,23704
11481,cg24356544,23705
11482,cg03658471,23709
11483,cg03817621,23711
11484,cg23828595,23712
11485,cg09019938,23713
11486,cg06712026,23714
11487,cg18690395,23715
11488,cg12621514,23717
11489,cg07684796,23718
11490,cg27418851,23720
11491,cg03808835,23723
11492,cg20588045,23724
11493,cg21206959,23726
11494,cg18534872,23727
11495,cg24573310,23730
11496,cg06532493,23731
11497,cg06077733,23735
11498,cg14271908,23736
11499,cg25946758,23742
11500,cg13686115,23743
11501,cg10615091,23744
11502,cg22639768,23745
11503,cg15984822,23747
11504,cg07410075,23748
11505,cg22150335,23749
11506,cg12354377,23750
11507,cg27648946,23753
11508,cg13320683,23754
11509,cg16063112,23758
11510,cg09941381,23772
11511,cg25153340,23773
11512,cg01137532,23774
11513,cg15591678,23775
11514,cg23680936,23779
11515,cg19355190,23786
11516,cg21264207,23787
11517,cg01172656,23791
11518,cg22492966,23793
11519,cg12236045,23798
11520,cg09538287,23800
11521,cg00132141,23801
11522,cg12315959,23802
11523,cg19192316,23804
11524,cg03251249,23805
11525,cg06134936,23806
11526,cg03652343,23807
11527,cg00745735,23808
11528,cg00873937,23811
11529,cg20700904,23812
11530,cg15342384,23813
11531,cg18022926,23814
11532,cg14191109,23815
11533,cg08620470,23816
11534,cg21948169,23818
11535,cg19439331,23819
11536,cg22816171,23823
11537,cg24012157,23824
11538,cg17741291,23825
11539,cg15558658,23826
11540,cg27208307,23827
11541,cg17342283,23828
11542,cg23345864,23829
11543,cg21830413,23830
11544,cg13409216,23831
11545,cg05111829,23832
11546,cg11639651,23833
11547,cg16001913,23835
11548,cg06323290,23836
11549,cg15278682,23840
11550,cg26984805,23841
11551,cg08831594,23843
11552,cg12610070,23844
11553,cg06043042,23846
11554,cg13129046,23847
11555,cg22368262,23848
11556,cg23620639,23849
11557,cg17163751,23855
11558,cg14617642,23856
11559,cg26699283,23858
11560,cg02100629,23859
11561,cg11985856,23861
11562,cg12635664,23862
11563,cg11880892,23863
11564,cg15097876,23864
11565,cg09330643,23868
11566,cg12230010,23869
11567,cg04377282,23870
11568,cg09914304,23876
11569,cg02374486,23881
11570,cg02503850,23883
11571,cg19730092,23884
11572,cg10548978,23886
11573,cg01560871,23887
11574,cg05871136,23889
11575,cg18858343,23890
11576,cg19241744,23892
11577,cg01478450,23893
11578,cg24883276,23911
11579,cg04268405,23912
11580,cg19731268,23913
11581,cg10983208,23918
11582,cg01861509,23920
11583,cg06105085,23924
11584,cg22068473,23931
11585,cg27106233,23932
11586,cg03761560,23944
11587,cg11655691,23946
11588,cg01687711,23947
11589,cg23879147,23948
11590,cg05998983,23951
11591,cg21820890,23952
11592,cg02044879,23953
11593,cg20910436,23954
11594,cg21416602,23955
11595,cg15427656,23956
11596,cg07061913,23957
11597,cg20441175,23958
11598,cg02160826,23959
11599,cg25111781,23960
11600,cg13323474,23961
11601,cg04733302,23962
11602,cg04305134,23963
11603,cg16108132,23964
11604,cg08413366,23966
11605,cg08805338,23967
11606,cg16193203,23968
11607,cg21194776,23969
11608,cg18180783,23971
11609,cg27550918,23973
11610,cg07127957,23974
11611,cg19864851,23976
11612,cg02566518,23977
11613,cg23588893,23978
11614,cg11993300,23979
11615,cg16540259,23980
11616,cg17076921,23983
11617,cg06521280,23987
11618,cg25392935,23990
11619,cg05510041,23991
11620,cg05019661,23993
11621,cg25892434,23994
11622,cg20721467,24001
11623,cg08789630,24002
11624,cg04834572,24009
11625,cg09454892,24010
11626,cg25229706,24011
11627,cg02437376,24014
11628,cg03279443,24015
11629,cg02749825,24016
11630,cg08158570,24021
11631,cg17238009,24033
11632,cg04688368,24044
11633,cg17791617,24045
11634,cg24289167,24046
11635,cg10905918,24047
11636,cg14298951,24048
11637,cg09936762,24070
11638,cg09354331,24071
11639,cg23585575,24078
11640,cg27352063,24079
11641,cg25907916,24082
11642,cg03600318,24084
11643,cg08458487,24085
11644,cg20451369,24088
11645,cg02599225,24089
11646,cg03359508,24093
11647,cg24334983,24094
11648,cg19423196,24099
11649,cg18292394,24100
11650,cg12064929,24101
11651,cg17703212,24104
11652,cg01851208,24105
11653,cg20617956,24106
11654,cg15594133,24110
11655,cg08772206,24115
11656,cg04126866,24121
11657,cg01558777,24122
11658,cg26717133,24124
11659,cg16211684,24125
11660,cg17827767,24127
11661,cg17833578,24128
11662,cg13133883,24129
11663,cg24660086,24130
11664,cg23702568,24142
11665,cg09261262,24147
11666,cg08300860,24150
11667,cg12008118,24151
11668,cg06817917,24153
11669,cg17776353,24154
11670,cg19368582,24157
11671,cg22545356,24158
11672,cg05046097,24159
11673,cg21012874,24160
11674,cg12261786,24161
11675,cg04798796,24167
11676,cg01816336,24170
11677,cg13926569,24172
11678,cg23706422,24173
11679,cg24552431,24174
11680,cg01765473,24175
11681,cg21480743,24176
11682,cg01228636,24177
11683,cg04738091,24178
11684,cg21573601,24179
11685,cg20849549,24180
11686,cg16687447,24181
11687,cg00098162,24196
11688,cg11917694,24197
11689,cg17155596,24198
11690,cg26461637,24202
11691,cg23410627,24203
11692,cg18762485,24204
11693,cg18701598,24205
11694,cg06476606,24207
11695,cg09398185,24208
11696,cg06353720,24209
11697,cg15019617,24214
11698,cg22139878,24217
11699,cg05338155,24218
11700,cg09186006,24219
11701,cg12005098,24221
11702,cg09161592,24225
11703,cg14967972,24226
11704,cg20896197,24227
11705,cg06291867,24228
11706,cg26332534,24229
11707,cg08633154,24233
11708,cg00268338,24234
11709,cg23707493,24237
11710,cg14519036,24238
11711,cg15111734,24242
11712,cg04350610,24243
11713,cg18409845,24250
11714,cg00720072,24251
11715,cg22812892,24253
11716,cg08034216,24254
11717,cg16340918,24255
11718,cg25494789,24256
11719,cg09721427,24258
11720,cg26404725,24262
11721,cg20322977,24265
11722,cg14613832,24271
11723,cg19166875,24279
11724,cg02756614,24280
11725,cg24371383,24281
11726,cg12331389,24283
11727,cg12936747,24286
11728,cg04298323,24288
11729,cg19635695,24289
11730,cg00051979,24290
11731,cg01154537,24291
11732,cg09068993,24292
11733,cg07550278,24293
11734,cg10830758,24294
11735,cg00532335,24295
11736,cg11438755,24298
11737,cg01862366,24299
11738,cg09480837,24300
11739,cg23439277,24301
11740,cg08711724,24302
11741,cg07270175,24303
11742,cg07489134,24304
11743,cg06852652,24305
11744,cg12647587,24310
11745,cg20362772,24312
11746,cg06542614,24313
11747,cg21235838,24319
11748,cg12239750,24320
11749,cg05889321,24321
11750,cg13471990,24322
11751,cg04451770,24323
11752,cg22864416,24325
11753,cg16779976,24326
11754,cg06825166,24332
11755,cg10038087,24334
11756,cg02848777,24335
11757,cg10377211,24336
11758,cg23628240,24338
11759,cg06636246,24339
11760,cg14647515,24340
11761,cg07143898,24342
11762,cg08443351,24345
11763,cg15432938,24346
11764,cg10014190,24349
11765,cg02238747,24350
11766,cg23923462,24351
11767,cg21245135,24352
11768,cg23433532,24354
11769,cg13669465,24355
11770,cg09773756,24358
11771,cg17296078,24359
11772,cg02676865,24360
11773,cg13271963,24362
11774,cg13985639,24363
11775,cg15431576,24364
11776,cg24343515,24366
11777,cg19133903,24368
11778,cg25355803,24370
11779,cg24576735,24371
11780,cg09542745,24373
11781,cg09874752,24374
11782,cg05937453,24375
11783,cg04677227,24389
11784,cg03852570,24391
11785,cg13180809,24392
11786,cg20340596,24393
11787,cg20552296,24398
11788,cg03388193,24399
11789,cg15430659,24403
11790,cg07526069,24404
11791,cg06428195,24405
11792,cg13114389,24422
11793,cg14434255,24423
11794,cg17460846,24424
11795,cg09070492,24425
11796,cg09448875,24426
11797,cg17044311,24427
11798,cg05863612,24429
11799,cg02732134,24430
